ID	course_code	SUBJ_DESC	COLL_DESC	DEPT_DESC	Long_Title	COURSE_DESC	Related_To_Data_Science
1602	THR-506	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Non-Western Theatre and/or Film	Dramatic literature, theatre, and/or film in India, China, Japan, and Africa. Subject varies with instructor.	0
1603	THR-511	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Directing II	An intermediate directing course that involves the student in the theory and practice of contemporary plays.	0
1604	THR-515	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Drama in Education	Research and literature of drama strategies and techniques for children, ages 5 through 14. Practice in leading groups of children in drama in educational settings.	0
1605	THR-516	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Puppetry	Scope and development of puppetry throughout the world. Practical experience in the design, making, and performing of puppets.	0
1606	THR-517	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Theatre in Education	Research and literature of theatre-in-education pedagogy and methodology. Practice in facilitating theatre in education in the community.	0
1607	THR-532	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Advanced Shakespeare Studio	Study and practice of Shakespearean acting styles. Performance emphasizing manners, movement, and vocal delivery of the Elizabethan period.	0
1608	THR-534	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Acting for the Camera	An introductory examination and exploration of the technique of acting for the camera. Students will refine and adjust the way they work, but the core technique remains the same.	0
1609	THR-536	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Advanced Acting for the Camera Studio	An advanced study of performance for the camera. Camera scene study will continue with added emphasis on clarity of intention and accuracy of repetition.	0
1610	THR-539	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Professional Theatre Audition Techniques	Audition theory, techniques, and practice for theatre, television, and films.	0
1611	THR-540	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Advanced Stagecrafts	Study of advanced scenic construction, property construction, and rigging techniques for the stage. Supervised laboratory work in wood, plastics, metal, and other materials.	0
1612	THR-541	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Technical Direction	Theatrical technical direction with emphasis on organizational, managerial, and problem-solving duties and responsibilities. Lecture combined with practical projects.	0
1613	THR-542	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Scene Painting I	Tools, materials, and techniques of scene painting.	0
1614	THR-546	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Advanced CAD for the Theatre	Continuation of Computer Aided Drafting for the Theatre concentrating on 3-D virtual modeling and visualization and its use in the theatre.	0
1615	THR-548	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Stage Millinery and Accessories	Historical millinery and accessories in relation to stage adaptation; design and construction techniques.	0
1616	THR-549	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Historical Costume Pattern Drafting and Draping	Historical pattern-making techniques for stage costumes; theory and practice in costume construction.	0
1617	THR-584	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Theatre Management	Theatre organization and operation. Practical problems of financing, promoting, and staffing various theatre programs.	0
1618	THR-585	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Directing Practicum	Practice in directing the play; preparations of a 25-minute play or excerpt, and presentation in the Workshop Theatre.	0
1619	THR-587	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Theatre Field Studies	Guided off-campus study in the Theatre disciplines. Travel required. Site and topic will vary from semester to semester.	0
1620	THR-588	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Applied Theatre II	Intensive experience in one or more areas of theatre production.	0
1621	THR-596	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Applied Theatre II	Intensive experience in one or more areas of theatre production.	0
1622	THR-600	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Introduction to Graduate Study	Development of research and writing skills, introduction to grant writing, and professional presentations. Consideration of issues in teaching.	0
1623	THR-601	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Drama Theory and Criticism	Major concepts representative of Aristotelian drama and the chief artistic and philosophical trends underlying much of contemporary or non-Aristotelian drama.	0
